Number of Authors:,7963
Number of Papers:,10000
Number of Topics:,349
author-id,author-degree,author-credit,author-type,,percent-marg-x,avg-credit-y,num-authors
1,17,19,Marginalized,,0.501460564751704,4.517039922103213,2054
2,18,37,Dominant,,0.504524886877828,4.470588235294118,442
3,11,13,Marginalized,,0.4909090909090909,4.536363636363636,220
4,13,29,Dominant,,0.5531914893617021,4.617021276595745,47
5,13,13,Marginalized,,0.543424317617866,4.399503722084368,403
6,11,25,Dominant,,0.625,4.0625,16
7,20,19,Marginalized,,0.49622166246851385,4.596617488305146,2779
8,8,10,Marginalized,,0.501628664495114,4.6338762214983715,1535
9,24,24,Marginalized,,0.5170984455958549,4.585492227979275,965
10,11,23,Dominant,,0.51007326007326,4.575091575091575,1092
11,16,25,Dominant,,0.5040803515379787,4.578782172002511,1593
12,16,33,Dominant,,0.5102915951972555,4.5771869639794165,1166
13,20,39,Dominant,,0.501432664756447,4.56829035339064,1047
14,18,39,Dominant,,0.42857142857142855,3.857142857142857,7
15,11,11,Marginalized,,0.5014577259475219,4.524781341107872,686
16,19,17,Marginalized,,0.529296875,4.443359375,512
17,7,19,Dominant,,0.25,3.75,4
18,12,14,Marginalized,,0.5027777777777778,4.316666666666666,360
19,13,12,Marginalized,,0.49097472924187724,4.5234657039711195,277
20,7,17,Dominant,,0.4656319290465632,4.545454545454546,902
21,8,12,Marginalized,,0.42857142857142855,4.571428571428571,14
22,7,15,Dominant,,0.4959083469721768,4.484451718494272,611
23,6,8,Marginalized,,0.3793103448275862,4.586206896551724,29
24,7,7,Marginalized,,0.6363636363636364,4.0,11
25,7,8,Marginalized,,0.5555555555555556,4.111111111111111,27
26,9,9,Marginalized,,0.5384615384615384,3.923076923076923,13
27,10,11,Marginalized,,0.6111111111111112,4.055555555555555,36
28,7,17,Dominant,,0.5,4.415094339622642,212
29,26,39,Dominant,,0.5283018867924528,4.377358490566038,53
30,15,29,Dominant,,0.5,4.107142857142857,28
31,11,9,Marginalized,,0.6666666666666666,4.666666666666667,3
32,11,19,Dominant,,0.4716981132075472,4.264150943396227,53
33,8,9,Marginalized,,0.5,4.7368421052631575,114
34,5,11,Dominant,,0.47058823529411764,4.0588235294117645,34
35,8,12,Marginalized,,0.375,4.3125,32
36,9,11,Marginalized,,0.5125,4.35625,160
37,7,17,Dominant,,0.6129032258064516,3.838709677419355,31
38,21,22,Marginalized,,0.48148148148148145,4.037037037037037,27
39,9,19,Dominant,,0.7272727272727273,3.8181818181818183,11
40,12,27,Dominant,,0.5622489959839357,4.0843373493975905,249
41,11,25,Dominant,,0.6666666666666666,3.3333333333333335,18
42,12,27,Dominant,,0.5333333333333333,3.933333333333333,15
43,14,14,Marginalized,,0.6,3.9,10
44,12,14,Marginalized,,0.5714285714285714,4.071428571428571,14
45,4,6,Marginalized,,0.4838709677419355,4.435483870967742,124
46,10,23,Dominant,,0.0,4.666666666666667,6
47,3,9,Dominant,,0.5142857142857142,4.171428571428572,35
48,15,33,Dominant,,0.4583333333333333,4.25,24
49,11,12,Marginalized,,0.46808510638297873,4.382978723404255,47
50,10,15,Dominant,,0.4690909090909091,4.541818181818182,275
51,11,21,Dominant,,0.4642857142857143,4.232142857142857,56
52,5,10,Marginalized,,0.6153846153846154,3.826923076923077,104
53,9,10,Marginalized,,0.3333333333333333,5.222222222222222,18
54,10,25,Dominant,,0.5,3.5,4
55,16,33,Dominant,,0.5,3.0,2
56,15,15,Marginalized,,0.36363636363636365,4.5227272727272725,44
57,7,8,Marginalized,,0.6666666666666666,3.3333333333333335,3
58,4,11,Dominant,,0.36363636363636365,3.909090909090909,11
59,3,4,Marginalized,,0.375,4.5,16
60,3,11,Dominant,,0.5,4.142857142857143,14
61,10,10,Marginalized,,0.5506493506493506,4.114285714285714,385
62,9,10,Marginalized,,0.4117647058823529,4.137254901960785,51
63,10,25,Dominant,,0.5333333333333333,3.8666666666666667,15
64,7,15,Dominant,,0.5,3.75,12
65,11,15,Marginalized,,0.5,3.6,10
66,6,11,Dominant,,0.47619047619047616,3.8095238095238093,21
67,10,21,Dominant,,0.5333333333333333,3.6,15
